,date,title,description,source
1720,2020-08-25 07:57:00.423000-07:00,A Robot Tried to Fix Value Investing and Ended Up Buying Amazon,Artificial intelligence has been touted as a solution for everything from ending lines at the checkout to rooting out systematic bias in Wall Street hiring. It was almost inevitable that someone would suggest using it to fix value investing.,Bloomberg
1721,2020-08-25 06:25:13-07:00,Nutritional Products International and Amazon: The Right Combination at the Right Time,"Boca Raton, Fl, Aug. 25, 2020 (GLOBE NEWSWIRE) -- Amazon began by selling books. As the fourth company to reach a $1 Trillion market cap, Amazon sells everything, and it is still growing. If...",GlobeNewswire
1722,2020-08-25 06:03:00-07:00,AccrueMe™ to Provide $100 Million in Funding to Successful Amazon Sellers,AccrueMe™ announced today its commitment to providing a total of $100 million in growth capital to Sellers who have at least six months of...,PR Newswire
1723,2020-08-25 05:00:00-07:00,"Saykara and MIMIT Health to deliver webinar: Applying the customer-centric, tech-forward principles of Amazon to grow a medical practice with no added labor","SEATTLE--(BUSINESS WIRE)--With a major shift toward outpatient care, finding ways to improve productivity and reduce costs in physician offices and clinics is a strategic imperative for many who work in the healthcare industry.",BusinessWire
1724,2020-08-24 21:00:00-07:00,Amazon's (AMZN) AWS Adds io2 to Amazon EBS' Volume Offerings,Amazon (AMZN) strengthens AWS portfolio with the general availability of io2 for Amazon Elastic Block Store (Amazon EBS).,Zacks Equity Research
1725,2020-08-24 16:19:00-07:00,AWS Announces General Availability of Amazon EBS io2 Volume,"SEATTLE--(BUSINESS WIRE)--Today, Amazon Web Services, Inc., (AWS), an Amazon Company (NASDAQ: AMZN), announced general availability of io2, the next generation Provisioned IOPS SSD volumes for Amazon Elastic Block Store (Amazon EBS). The new io2 volume is designed for 100x higher volume durability (99.999%) when compared to the 99.9% durability offered by io1 Amazon EBS volumes. Higher volume durability reduces the likelihood of storage failures and makes the primary copy of customers’ data more resilient, resulting in better application availability. With io2, customers can drive 10x higher input/output operations per second (IOPS) from their provisioned storage at the same price as io1, so performance improves significantly without increasing storage cost. io2 is ideal for performance-intensive, business critical applications that need higher availability like ERP, CRM, and online transaction systems and the databases like SAP HANA, Oracle, Microsoft SQL Server, IBM DB2, Apache Cassandra, MySQL, and PostreSQL that back them. To get started with io2 volumes visit: https://aws.amazon.com/ebs.",BusinessWire
1726,2020-08-24 14:12:41-07:00,"Snowflake files for IPO, taking on Amazon and Microsoft cloud database businesses","Snowflake said in its IPO prospectus that revenue in the first half of 2020 more than doubled to $242 million, while its net loss narrowed slightly to $171.3 million.",CNBC
1727,2020-08-24 07:01:00-07:00,CommerceIQ is Now an Amazon Advertising Partner,"MOUNTAIN VIEW, Calif.--(BUSINESS WIRE)--CommerceIQ, a leader in Ecommerce Channel Optimization, today announced it is an Amazon Advertising partner and has been listed in the Amazon Advertising find-a-partner directory. The find-a-partner directory helps advertisers connect with managed-service providers directly for planning, execution, and optimization of advertising services on Amazon. CommerceIQ’s Advertising Managed Service is a fully managed omni-channel advertising service that enables consumer brands to fully optimize online retail channels and help drive increased sales. Our service is delivered by a team of data scientists and online retail experts with expertise in Amazon products and services, advertising technology, consumer behavior analysis, digital media agencies, omni-channel retail and profit and loss management for major consumer brands.",BusinessWire
1728,2020-08-24 06:47:00-07:00,New Book Jiu-jitsu and Life: Lessons Learned On and Off the Mat debuts at Number 1 on Amazon,"Travis Tooke recently released a new book, Jiu-jitsu and Life: Lessons Learned On and Off the Mat. The book quickly reached number one in Martial...",PR Newswire
1729,2020-08-24 06:40:15-07:00,Tesco to offer free grocery delivery in Amazon challenge: Telegraph,"U.K.-based retailer Tesco PLC TSCO.L will offer free grocery delivery in a bid to head off Amazon.com's AMZN.O attempt to break into the British online grocery market, according to the Telegraph.",Reuters
1730,2020-08-24 03:39:21-07:00,"Global CDN Industry to 2025 - Featuring Akamai, Amazon CloudFront & CDNetworks Among Others","Dublin, Aug. 24, 2020 (GLOBE NEWSWIRE) -- The ""CDN Market by Technology, Platform, Application, Service Type, Customer Type, and Industry Verticals 2020 - 2025"" report has been added to...",GlobeNewswire
1731,2020-08-23 21:00:00-07:00,Cousins Properties Bags Lease With Amazon at 100 Mill Site,"Cousins Properties (CUZ) signs a lease with Amazon for 95,000 square feet at its 100 Mill development project in Tempe.",Zacks Equity Research
1732,2020-08-21 11:57:20.379000-07:00,Amazon Names First Black Executive to Bezos’s Ruling Council,"Amazon.com Inc. has named its first Black woman, Alicia Boler Davis, to the company’s top leadership council.",Bloomberg
1733,2020-08-21 07:57:26-07:00,Amazon consumer business head Jeff Wilke to retire early next year,"Amazon.com Inc said on Friday that its consumer chief executive, Jeff Wilke, would retire early next year after more than two decades with the company.",Reuters
1734,2020-08-21 07:50:00-07:00,Amazon Consumer Chief Jeff Wilke To Retire,"He will be succeeded by Dave Clark, currently senior vice president, worldwide operations. ",Barrons
1735,2020-08-21 07:38:48.431000-07:00,Amazon Told to Come Clean in German Toilet-Paper Pricing Probe,,Bloomberg
1736,2020-08-21 06:40:53.850000-07:00,Amazon Names Dave Clark Consumer CEO to Replace Retiring Jeff Wilke,Amazon.com Inc. has named logistics boss Dave Clark chief executive officer of its retail business.,Bloomberg
1737,2020-08-21 06:20:03-07:00,"8-K Form - Current report, items 5.02 and 9.01 - AMAZON COM INC (0001018724) (Filer)","Current report, items 5.02 and 9.01",SEC
1738,2020-08-21 05:14:00-07:00,Cousins announces Amazon signs lease for part of Tempe office tower,"Cousins Properties (NYSE:CUZ) leases to Amazon (NASDAQ:AMZN) ~95K square feet at its 100 Mill development project to accommodate Amazon's Phoenix Tech Hub expansion.100 Mill is a 287K-square-foot, 18-story office tower in downtown Tempe, AZ. Total development costs are expected to be ~$153M and initial occupancy for the building is expected in Q1 2022.100 Mill is currently 44% pre-leased with long-term lease commitments from Deloitte as well as Amazon.Amazon also leases additional space at Hayden Ferry, Cousins' existing office property adjacent to the 100 Mill site, and will expand into 100 Mill as they continue to grow in the city. Cousins has a 90% ownership interest and Hines has the remaining 10% of the joint venture developing the 100 Mill project.",Seeking Alpha
1739,2020-08-21 05:14:00-07:00,Cousins Properties scores 95K square-foot Amazon lease in Tempe,"Cousins Properties (NYSE:CUZ) leases to Amazon (NASDAQ:AMZN) ~95K square feet at its 100 Mill development project to accommodate Amazon's Phoenix Tech Hub expansion.100 Mill is a 287K-square-foot, 18-story office tower in downtown Tempe, AZ. Total development costs are expected to be ~$153M and initial occupancy for the building is expected in Q1 2022.100 Mill is currently 44% pre-leased with long-term lease commitments from Deloitte as well as Amazon.Amazon also leases additional space at Hayden Ferry, Cousins' existing office property adjacent to the 100 Mill site, and will expand into 100 Mill as they continue to grow in the city.Cousins has a 90% ownership interest and Hines has the remaining 10% of the joint venture developing the 100 Mill project.",Seeking Alpha
1740,2020-08-21 05:00:00-07:00,Cousins Announces Amazon Lease At Its 100 Mill Development in Downtown Tempe,"Cousins Properties (NYSE: CUZ) announced today that Amazon has leased approximately 95,000 square feet at its 100 Mill development project to...",PR Newswire
1741,2020-08-21 03:18:50-07:00,News publishers ask Apple for the same App Store deal it gave Amazon,"A growing list of companies are railing against Apple for allegedly anti-competitive rules in its App Store, the most recent being Fortnite maker Epic Games.",CNBC
1742,2020-08-21 01:16:18-07:00,"Online fashion firm Boozt ups outlook again, but Amazon looms","Swedish online fashion retailer Boozt raised its 2020 profitability forecast for a second time in two months on Friday, after second-quarter sales jumped as many shoppers stayed at home in the COVID-19 pandemic.",Reuters
1743,2020-08-20 20:26:11.041000-07:00,Amazon India Partner Faces Debt Deadline as Grace Period Ends,Amazon.com Inc.’s India brick and mortar retail partner Future Retail Ltd. is in talks with banks to help fund a missed interest payment before a deadline Friday.,Bloomberg
1744,2020-08-20 13:45:08.676000-07:00,Publishers Ask Apple CEO for Same App Store Deal Given to Amazon,"A group of news publishers sent a letter to Apple Inc. Chief Executive Officer Tim Cook seeking similar deal terms in its App Store that Amazon.com Inc. gets for its video-streaming service.Apple takes 30% of the revenue from most subscriptions in its App Store, then 15% after the first year. But in late July, a congressional antitrust panel disclosed internal emails showing a more-favorable deal struck between Apple services chief Eddy Cue and Amazon CEO Jeff Bezos. They agreed to a 15% revenue",Bloomberg
1745,2020-08-20 12:49:19.354000-07:00,Amazon Alexa Unit Pauses Hiring Amid Pressure to Make Money,"Amazon.com Inc. has paused some hiring at its Alexa division amid growing pressure to make money from the voice-activated digital assistant, according to two people familiar with the matter.",Bloomberg
1746,2020-08-20 05:38:00-07:00,Natural Energy Lozenges are now on Amazon,"In a vast and often confusing market of new and emerging products, Natural Energy Lozenges have the advantage being invented by a physician, James...",PR Newswire
1747,2020-08-19 21:00:00-07:00,"Amazon, Morrisons Extend Ties to Boost UK E-commerce Reach",Amazon (AMZN) expands partnership with Morrisons to offer the latter's full range on its website in the U.K.,Zacks Equity Research
1748,2020-08-19 21:00:00-07:00,Amazon (AMZN) Announces New Job Positions for U.S. Offices,"Amazon (AMZN) plans to create new jobs, as part of office expansion across the United States.",Zacks Equity Research
